topic_no	test_statistic	p-value	topic_words
topic_69	2.378558643427192	0.017391159819321433	téléphone dire pouvoir aller luire heure appeler voix oui raccrocher 
topic_67	2.1899242905992797	0.028542793465886663	dire pouvoir aller luire vouloir savoir demander regarder voir sourire 
topic_27	1.9434800749431458	0.05197492145894723	dire feston homme pascoe huby dalziel aller anglais espagnol wield 
topic_05	1.7985114683128485	0.07211466078669723	avion cerveau bix pouvoir greenfield pilote trager enfant celer schratt 
topic_65	1.6088456055322842	0.10767122274101676	leprat dab tendre harpur mellick faugères aller dire police chef 
topic_55	1.541245790659561	0.12327204166700123	ahorn homme cribb femme luire ohihani thackeray combat celui enfant 
topic_00	1.4057800982848112	0.15980837209400064	doutre dire hungerford homme potter slaughter fountain boyle hauser amberley 
topic_57	0.8621065758977187	0.3886392545125026	cheval course bonape aveyard dire jockey écurie monter abbott maitland 
topic_59	0.6437533419814989	0.5197442858465844	jouer musique scène fille danser jeune table soir grand jeu 
topic_83	0.22279339499453193	0.8236989381329779	heure luire jour aller soir passer prendre trois chez dix 
topic_76	0.007538183467639807	0.9939855578113814	dire pouvoir aller savoir voir vouloir quoi mec merde devoir 
topic_43	-0.03843983717734218	0.9693374713407814	dire thurston devarest grignon dahl chatonne dr boss chambre burroughs 
topic_14	-0.05633607753817923	0.9550747888391341	train gare wagon quai homme compartiment voyageur descendre passer valise 
topic_38	-0.19482224692782574	0.8455344234714027	chien voir route village chemin jardin bois aller pouvoir arbre 
topic_62	-0.19669988080067205	0.8440646784039523	pouvoir oeil quelque voix visage luire vers regard main sembler 
topic_19	-0.5032644557360072	0.6147848097405189	laube gi lenormant nolet mcfee luire dodd durut montfeurgny lieutenant 
topic_54	-1.0865834714347005	0.27723567646399755	sac trouver poche prendre ouvrir pouvoir main papier mettre billet 
topic_72	-1.5574083148814561	0.11938442917039735	yudel weizmann buny luire sourlot homme voir album monsieur majola 
topic_30	-2.8579757777683366	0.004266821839004421	sern dire homme cheval montreuil vers goffner pouvoir barranca gayleigh 
topic_78	-3.123768621028165	0.0017882730166627501	manger table café cuisine dire aller luire tasse prendre mettre 
topic_79	-3.1828861667887383	0.0014604967480009855	voiture luire aller homme vers pouvoir devant voir sortir prendre 
topic_97	-3.4897450656507334	0.0004846460288196656	lit chambre aller heure nuit dormir pouvoir luire prendre porte 
topic_06	-3.563379712156935	0.0003668047142045975	donahoo faucon gier pouvoir luire commissaire cobb oui saperstein devoir 
topic_22	-4.265123167197402	2.007102641063789e-05	luire pouvoir savoir mère père dire jamais vouloir enfant voir 
topic_23	-4.730114611417669	2.260208147224544e-06	pouvoir affaire bureau dossier luire service nom aucun homme jour 
topic_34	-5.438793954493323	5.42967047192056e-08	homme cheveu oeil noir femme jeune fille grand visage sourire 
topic_04	-6.323544301347712	2.609113403198414e-10	verre boire bouteille dire luire pouvoir table aller whisky prendre 
topic_42	-6.740309651708907	1.6112670045313303e-11	luire jeune regard voix fille tête femme vers aller oeil 
topic_60	-8.216789450798897	2.1948610031178276e-16	luire aller dire pouvoir savoir vouloir voir falloir devoir venir 
topic_84	-8.607717664054523	8.019644757251298e-18	eau pouvoir quelque vers arbre jusque vent mer mètre pied 
topic_89	-9.31702501232775	1.3094041772769767e-20	luire aller vers pouvoir main mettre crier tête hurler entendre 
topic_29	-9.377600263021934	7.200130577204966e-21	bleston street jour celui grand lequel chez soir nouveau samedi 
topic_58	-9.396325021236525	6.119540129378532e-21	film cinéma photo voir écran image scène caméra télévision aller 
topic_70	-9.442232965935174	3.8859140856922355e-21	luire cayley pouvoir savoir demander devoir homme service celer prendre 
topic_88	-10.027474965235124	1.2900180930588154e-23	pouvoir quelque chose jamais toujours savoir dire temps celui devenir 
topic_12	-12.005979446005083	4.294183311448074e-33	odeur boîte pouvoir trouver eau bois feu main papier table 
topic_21	-12.41119837845046	2.6944439197943926e-35	boldo fabbri castelard mongolo monsieur ricouart brouet beghetto latimer entrer 
topic_93	-12.691548828342912	7.937084751177911e-37	dire église grand luire celui père homme château voir devant 
topic_47	-13.149270551628016	2.2777029799256054e-39	luire main femme oeil sentir pouvoir contre jeune sourire aimer 
topic_61	-13.197157550409417	1.1747441276430166e-39	adamsberg dire danglard homme luire type decambrais massart demander cercle 
topic_13	-13.852449264076037	1.6276640449642579e-43	laviolette dire barran luire dobbs propp devant gendarme vers homme 
topic_44	-13.896281296929411	9.600622849461201e-44	mareuil lenormand mendip viper saivre augagneur belliard mongeot boisseau quench 
topic_98	-14.136174095509208	3.454637444600977e-45	porte mur escalier pouvoir étage fenêtre couloir mètre trouver devant 
topic_74	-14.359530238203872	1.5181244208552121e-46	luire main pouvoir oeil tête corps visage pied doigt voir 
topic_77	-15.81022720887303	4.242718363752421e-56	dire aller pouvoir luire vouloir savoir demande chose voir penser 
topic_41	-16.285318419517125	2.1648765361246817e-59	dire carella luire vandoosler savoir femme pouvoir demander type aller 
topic_80	-16.84567591883264	2.4219458546646316e-63	voiture route pouvoir moteur volant passer arrêter arrière aller prendre 
topic_82	-16.929519034389006	5.1260708525651366e-64	dire femme jusque appeler nom flic quelque luire vouloir trouver 
topic_09	-17.682737501709376	1.276722877970192e-69	père mengele grand juif luire allemand jour pays enfant lorsque 
topic_46	-17.75592488618288	3.187041482471359e-70	dire legs aller cent pouvoir luire demander mccain cinq vouloir 
topic_92	-19.26017081692203	4.047820628413595e-82	bone luire zoulou tête main monsieur commissaire lieutenant doigt train 
topic_16	-20.22722220141804	2.261707512668525e-90	arme revolver tirer balle luire main homme pistolet feu fusil 
topic_81	-20.466211327991125	1.7555791424778553e-92	dire luire voir savoir aller regarder pouvoir vouloir parler main 
topic_07	-20.811603822194154	1.6869901198628332e-95	adamsberg dire danglard celer commissaire luire veyrenc savoir retancourt demander 
topic_24	-20.881532766111096	4.6583495450115275e-96	malaussène gardella coudrier polletti thurston oui inspecteur silistri scandura flic 
topic_90	-20.900406363930482	3.0419311349923316e-96	dire aller voir falloir grand môme pouvoir gars pj vouloir 
topic_71	-21.38702559739199	1.2732433842353767e-100	dire terrier boule aller haymann épaulard farakhan anelo maurer homme 
topic_73	-23.181704084334143	8.792038877162105e-118	aller pouvoir savoir voir celui type grand dire quoi penser 
topic_86	-23.19158064320823	6.803491261826123e-118	aller père mère luire grand vouloir enfant venir voir parler 
topic_63	-23.829757113887467	2.709980169413459e-124	celui homme nuit pouvoir corps jour venir seul quelque oeil 
topic_66	-24.0289786602949	1.6833978889211688e-126	guerre chef homme général ministre armée ordre militaire français contre 
topic_48	-29.23319983059951	7.652948616973833e-185	dire aller pouvoir savoir luire vouloir voir falloir mettre croire 
topic_26	-30.391083452915996	1.7831974135458164e-199	cadin inspecteur venir vers luire prendre près mettre tête poser 
topic_01	-33.74368105194181	1.8321348998119685e-244	aller dire luire grand béru savoir demande quoi voir venir 
topic_87	-33.8479457986183	5.798037628344275e-246	maigret luire celer femme voir savoir commissaire heure homme aller 
topic_10	-34.54334944688467	1.0301461477339931e-255	dire aller oui savoir devoir voir vouloir luire quelque chose 
